week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2025-W18,2025-05-07,US,Lay's,lays chips,chips,94377,1.388,7.5,False,
2025-W18,2025-05-07,US,Lay's,lays classic,classic,60921,1.108,-16.8,False,
2025-W18,2025-05-07,US,Lay's,lays sour cream onion,sour cream onion,34812,1.2,29.8,False,
2025-W18,2025-05-07,US,Lay's,lays baked,baked,35689,1.487,13.4,False,
2025-W18,2025-05-07,US,Lay's,lays chile limon,chile limon,21045,1.108,7.5,False,
2025-W18,2025-05-07,US,Lay's,buy lays bulk,buy  bulk,21949,1.219,6.9,False,
2025-W18,2025-05-07,US,Pringles,pringles chips,chips,86323,1.392,6.9,False,
2025-W18,2025-05-07,US,Pringles,pringles sour cream,sour cream,41073,1.208,26.5,False,
2025-W18,2025-05-07,US,Pringles,pringles original,original,39432,1.408,-11.0,False,
2025-W18,2025-05-07,US,Pringles,pringles bbq,bbq,25517,1.215,9.7,False,
2025-W18,2025-05-07,US,Pringles,pringles price drop,price drop,15162,1.378,23.3,False,
2025-W18,2025-05-07,US,Doritos,doritos nacho cheese,nacho cheese,79627,1.373,12.4,False,
2025-W18,2025-05-07,US,Doritos,doritos cool ranch,cool ranch,55211,1.15,17.5,False,
2025-W18,2025-05-07,US,Doritos,doritos flamin hot,flamin hot,48871,1.164,13.3,False,
2025-W18,2025-05-07,US,Doritos,doritos spicy nacho,spicy nacho,34565,1.115,21.5,False,
2025-W18,2025-05-07,US,Doritos,doritos controversy,controversy,4317,0.54,-3.7,False,
2025-W18,2025-05-07,US,category,best chips brand,best chips brand,58477,1.125,9.9,False,
2025-W18,2025-05-07,US,category,healthy chip snacks,healthy chip snacks,131295,1.492,20.0,False,
2025-W18,2025-05-07,US,category,chips on sale near me,chips on sale near me,77546,1.231,-7.3,False,
2025-W18,2025-05-07,US,category,super bowl snack ideas,super bowl snack ideas,61583,1.4,7.3,False,
2025-W19,2025-05-14,India,Lay's,lays chips,chips,85335,1.153,18.7,False,
2025-W19,2025-05-14,India,Lay's,lays magic masala,magic masala,49208,0.965,-2.9,False,
2025-W19,2025-05-14,India,Lay's,lays classic salted,classic salted,36173,0.952,13.8,False,
2025-W19,2025-05-14,India,Lay's,lays american cream onion,american cream onion,32661,1.126,9.6,False,
2025-W19,2025-05-14,India,Lay's,lays spanish tomato tango,spanish tomato tango,20280,0.922,11.1,False,
2025-W19,2025-05-14,India,Lay's,lays max peri peri,max peri peri,15861,0.881,5.1,False,
2025-W19,2025-05-14,India,Lay's,buy lays online,buy  online,30263,0.976,0.9,False,
2025-W19,2025-05-14,India,Lay's,lays price,price,24833,0.887,8.4,False,
2025-W19,2025-05-14,India,Pringles,pringles chips,chips,33795,0.889,11.5,False,
2025-W19,2025-05-14,India,Pringles,pringles original,original,23804,1.082,3.2,False,
2025-W19,2025-05-14,India,Pringles,pringles sour cream onion,sour cream onion,20165,1.12,15.2,False,
2025-W19,2025-05-14,India,Pringles,pringles price india,price india,18350,1.147,5.0,False,
2025-W19,2025-05-14,India,Pringles,pringles cheddar,cheddar,9923,0.902,-4.6,False,
2025-W19,2025-05-14,India,Doritos,doritos nacho cheese,nacho cheese,25528,0.88,5.9,False,
2025-W19,2025-05-14,India,Doritos,doritos cool ranch,cool ranch,17734,1.043,9.3,False,
2025-W19,2025-05-14,India,Doritos,doritos flamin hot,flamin hot,21504,1.024,19.7,False,
2025-W19,2025-05-14,India,Doritos,doritos sweet chili,sweet chili,12648,1.054,7.6,False,
2025-W19,2025-05-14,India,Doritos,doritos controversy,controversy,1969,0.492,-4.9,False,
2025-W19,2025-05-14,India,category,best chips brand india,best chips brand india,50632,1.055,7.2,False,
2025-W19,2025-05-14,India,category,healthy snacks india,healthy snacks india,77177,1.087,6.9,False,
2025-W19,2025-05-14,India,category,chips on offer today,chips on offer today,46075,1.181,10.5,False,
2025-W19,2025-05-14,India,category,snacks for ipl party,snacks for ipl party,19641,0.893,10.5,False,
2025-W19,2025-05-14,US,Lay's,lays chips,chips,96697,1.422,7.5,False,
2025-W19,2025-05-14,US,Lay's,lays classic,classic,64075,1.165,-9.5,False,
2025-W19,2025-05-14,US,Lay's,lays sour cream onion,sour cream onion,39463,1.361,6.4,False,
2025-W19,2025-05-14,US,Lay's,lays baked,baked,26539,1.106,13.1,False,
2025-W19,2025-05-14,US,Lay's,lays chile limon,chile limon,25538,1.344,2.5,False,
2025-W19,2025-05-14,US,Lay's,buy lays bulk,buy  bulk,24275,1.349,16.1,False,
2025-W19,2025-05-14,US,Pringles,pringles chips,chips,74518,1.202,-3.0,False,
2025-W19,2025-05-14,US,Pringles,pringles sour cream,sour cream,44111,1.297,25.5,False,
2025-W19,2025-05-14,US,Pringles,pringles original,original,34073,1.217,14.3,False,
2025-W19,2025-05-14,US,Pringles,pringles bbq,bbq,28790,1.371,-10.1,False,
2025-W19,2025-05-14,US,Pringles,pringles price drop,price drop,15615,1.42,-2.0,False,
2025-W19,2025-05-14,US,Doritos,doritos nacho cheese,nacho cheese,71688,1.236,17.6,False,
2025-W19,2025-05-14,US,Doritos,doritos cool ranch,cool ranch,65311,1.361,-15.7,False,
2025-W19,2025-05-14,US,Doritos,doritos flamin hot,flamin hot,52342,1.246,37.6,False,
2025-W19,2025-05-14,US,Doritos,doritos spicy nacho,spicy nacho,38317,1.236,34.2,False,
2025-W19,2025-05-14,US,Doritos,doritos controversy,controversy,4731,0.591,-10.2,False,
2025-W19,2025-05-14,US,category,best chips brand,best chips brand,70398,1.354,20.3,False,
2025-W19,2025-05-14,US,category,healthy chip snacks,healthy chip snacks,96134,1.092,21.7,False,
2025-W19,2025-05-14,US,category,chips on sale near me,chips on sale near me,83209,1.321,3.0,False,
2025-W19,2025-05-14,US,category,super bowl snack ideas,super bowl snack ideas,62229,1.414,26.3,False,
2025-W20,2025-05-21,India,Lay's,lays chips,chips,81750,1.105,-7.8,False,
2025-W20,2025-05-21,India,Lay's,lays magic masala,magic masala,51920,1.018,0.0,False,
2025-W20,2025-05-21,India,Lay's,lays classic salted,classic salted,35367,0.931,3.7,False,
2025-W20,2025-05-21,India,Lay's,lays american cream onion,american cream onion,25516,0.88,1.1,False,
2025-W20,2025-05-21,India,Lay's,lays spanish tomato tango,spanish tomato tango,19211,0.873,3.8,False,
2025-W20,2025-05-21,India,Lay's,lays max peri peri,max peri peri,17581,0.977,38.7,False,
2025-W20,2025-05-21,India,Lay's,buy lays online,buy  online,34501,1.113,1.0,False,
2025-W20,2025-05-21,India,Lay's,lays price,price,24656,0.881,5.3,False,
2025-W20,2025-05-21,India,Pringles,pringles chips,chips,39800,1.047,-2.7,False,
2025-W20,2025-05-21,India,Pringles,pringles original,original,20410,0.928,26.6,False,
2025-W20,2025-05-21,India,Pringles,pringles sour cream onion,sour cream onion,18336,1.019,31.8,False,
2025-W20,2025-05-21,India,Pringles,pringles price india,price india,18374,1.148,24.9,False,
2025-W20,2025-05-21,India,Pringles,pringles cheddar,cheddar,10746,0.977,6.9,False,
2025-W20,2025-05-21,India,Doritos,doritos nacho cheese,nacho cheese,31785,1.096,28.0,False,
2025-W20,2025-05-21,India,Doritos,doritos cool ranch,cool ranch,17853,1.05,6.5,False,
2025-W20,2025-05-21,India,Doritos,doritos flamin hot,flamin hot,21877,1.042,10.7,False,
2025-W20,2025-05-21,India,Doritos,doritos sweet chili,sweet chili,12660,1.055,8.6,False,
2025-W20,2025-05-21,India,Doritos,doritos controversy,controversy,944,0.236,11.1,False,
2025-W20,2025-05-21,India,category,best chips brand india,best chips brand india,52087,1.085,16.8,False,
2025-W20,2025-05-21,India,category,healthy snacks india,healthy snacks india,80089,1.128,-2.2,False,
2025-W20,2025-05-21,India,category,chips on offer today,chips on offer today,40422,1.036,12.5,False,
2025-W20,2025-05-21,India,category,snacks for ipl party,snacks for ipl party,20170,0.917,2.2,False,
2025-W20,2025-05-21,US,Lay's,lays chips,chips,72828,1.071,21.6,False,
2025-W20,2025-05-21,US,Lay's,lays classic,classic,66264,1.205,16.4,False,
2025-W20,2025-05-21,US,Lay's,lays sour cream onion,sour cream onion,30900,1.066,7.8,False,
2025-W20,2025-05-21,US,Lay's,lays baked,baked,26954,1.123,1.1,False,
2025-W20,2025-05-21,US,Lay's,lays chile limon,chile limon,26053,1.371,17.3,False,
2025-W20,2025-05-21,US,Lay's,buy lays bulk,buy  bulk,20883,1.16,13.7,False,
2025-W20,2025-05-21,US,Pringles,pringles chips,chips,70126,1.131,20.1,False,
2025-W20,2025-05-21,US,Pringles,pringles sour cream,sour cream,41475,1.22,17.0,False,
2025-W20,2025-05-21,US,Pringles,pringles original,original,38582,1.378,5.4,False,
2025-W20,2025-05-21,US,Pringles,pringles bbq,bbq,29340,1.397,4.5,False,
2025-W20,2025-05-21,US,Pringles,pringles price drop,price drop,13821,1.256,35.0,False,
2025-W20,2025-05-21,US,Doritos,doritos nacho cheese,nacho cheese,77805,1.341,4.8,False,
2025-W20,2025-05-21,US,Doritos,doritos cool ranch,cool ranch,59183,1.233,9.9,False,
2025-W20,2025-05-21,US,Doritos,doritos flamin hot,flamin hot,49532,1.179,-2.2,False,
2025-W20,2025-05-21,US,Doritos,doritos spicy nacho,spicy nacho,35955,1.16,-8.3,False,
2025-W20,2025-05-21,US,Doritos,doritos controversy,controversy,3107,0.388,15.3,False,
2025-W20,2025-05-21,US,category,best chips brand,best chips brand,58411,1.123,-5.5,False,
2025-W20,2025-05-21,US,category,healthy chip snacks,healthy chip snacks,113984,1.295,16.3,False,
2025-W20,2025-05-21,US,category,chips on sale near me,chips on sale near me,70634,1.121,10.4,False,
2025-W20,2025-05-21,US,category,super bowl snack ideas,super bowl snack ideas,59229,1.346,2.2,False,
2025-W21,2025-05-28,India,Lay's,lays chips,chips,69974,0.946,28.9,False,
2025-W21,2025-05-28,India,Lay's,lays magic masala,magic masala,47414,0.93,-15.5,False,
2025-W21,2025-05-28,India,Lay's,lays classic salted,classic salted,39549,1.041,-0.7,False,
2025-W21,2025-05-28,India,Lay's,lays american cream onion,american cream onion,28386,0.979,16.3,False,
2025-W21,2025-05-28,India,Lay's,lays spanish tomato tango,spanish tomato tango,21791,0.991,0.5,False,
2025-W21,2025-05-28,India,Lay's,lays max peri peri,max peri peri,18234,1.013,-5.2,False,
2025-W21,2025-05-28,India,Lay's,buy lays online,buy  online,29772,0.96,16.7,False,
2025-W21,2025-05-28,India,Lay's,lays price,price,25847,0.923,19.3,False,
2025-W21,2025-05-28,India,Pringles,pringles chips,chips,37227,0.98,12.7,False,
2025-W21,2025-05-28,India,Pringles,pringles original,original,20069,0.912,0.5,False,
2025-W21,2025-05-28,India,Pringles,pringles sour cream onion,sour cream onion,19680,1.093,-0.3,False,
2025-W21,2025-05-28,India,Pringles,pringles price india,price india,15462,0.966,-1.6,False,
2025-W21,2025-05-28,India,Pringles,pringles cheddar,cheddar,11903,1.082,22.2,False,
2025-W21,2025-05-28,India,Doritos,doritos nacho cheese,nacho cheese,31157,1.074,14.3,False,
2025-W21,2025-05-28,India,Doritos,doritos cool ranch,cool ranch,14934,0.878,14.4,False,
2025-W21,2025-05-28,India,Doritos,doritos flamin hot,flamin hot,22270,1.06,27.0,False,
2025-W21,2025-05-28,India,Doritos,doritos sweet chili,sweet chili,13693,1.141,3.1,False,
2025-W21,2025-05-28,India,Doritos,doritos controversy,controversy,1030,0.258,-4.0,False,
2025-W21,2025-05-28,India,category,best chips brand india,best chips brand india,43622,0.909,11.5,False,
2025-W21,2025-05-28,India,category,healthy snacks india,healthy snacks india,81280,1.145,11.6,False,
2025-W21,2025-05-28,India,category,chips on offer today,chips on offer today,42733,1.096,-4.4,False,
2025-W21,2025-05-28,India,category,snacks for ipl party,snacks for ipl party,22100,1.005,14.3,False,
2025-W21,2025-05-28,US,Lay's,lays chips,chips,96423,1.418,27.5,False,
2025-W21,2025-05-28,US,Lay's,lays classic,classic,59288,1.078,12.7,False,
2025-W21,2025-05-28,US,Lay's,lays sour cream onion,sour cream onion,35901,1.238,-9.8,False,
2025-W21,2025-05-28,US,Lay's,lays baked,baked,25995,1.083,-3.6,False,
2025-W21,2025-05-28,US,Lay's,lays chile limon,chile limon,24781,1.304,9.4,False,
2025-W21,2025-05-28,US,Lay's,buy lays bulk,buy  bulk,23218,1.29,7.3,False,
2025-W21,2025-05-28,US,Pringles,pringles chips,chips,81327,1.312,-0.9,False,
2025-W21,2025-05-28,US,Pringles,pringles sour cream,sour cream,45725,1.345,7.5,False,
2025-W21,2025-05-28,US,Pringles,pringles original,original,39593,1.414,1.5,False,
2025-W21,2025-05-28,US,Pringles,pringles bbq,bbq,25002,1.191,-14.4,False,
2025-W21,2025-05-28,US,Pringles,pringles price drop,price drop,11758,1.069,11.8,False,
2025-W21,2025-05-28,US,Doritos,doritos nacho cheese,nacho cheese,80211,1.383,12.8,False,
2025-W21,2025-05-28,US,Doritos,doritos cool ranch,cool ranch,64736,1.349,35.2,False,
2025-W21,2025-05-28,US,Doritos,doritos flamin hot,flamin hot,46325,1.103,11.5,False,
2025-W21,2025-05-28,US,Doritos,doritos spicy nacho,spicy nacho,40632,1.311,19.8,False,
2025-W21,2025-05-28,US,Doritos,doritos controversy,controversy,4570,0.571,12.1,False,
2025-W21,2025-05-28,US,category,best chips brand,best chips brand,70690,1.359,24.6,False,
2025-W21,2025-05-28,US,category,healthy chip snacks,healthy chip snacks,117851,1.339,-3.0,False,
2025-W21,2025-05-28,US,category,chips on sale near me,chips on sale near me,86277,1.369,8.1,False,
2025-W21,2025-05-28,US,category,super bowl snack ideas,super bowl snack ideas,52248,1.187,14.5,False,
2025-W22,2025-06-04,India,Lay's,lays chips,chips,65039,0.879,15.6,False,
2025-W22,2025-06-04,India,Lay's,lays magic masala,magic masala,47700,0.935,11.7,False,
2025-W22,2025-06-04,India,Lay's,lays classic salted,classic salted,36117,0.95,22.6,False,
2025-W22,2025-06-04,India,Lay's,lays american cream onion,american cream onion,26128,0.901,31.7,False,
2025-W22,2025-06-04,India,Lay's,lays spanish tomato tango,spanish tomato tango,21107,0.959,-4.4,False,
2025-W22,2025-06-04,India,Lay's,lays max peri peri,max peri peri,18619,1.034,0.8,False,
2025-W22,2025-06-04,India,Lay's,buy lays online,buy  online,27288,0.88,17.8,False,
2025-W22,2025-06-04,India,Lay's,lays price,price,25408,0.907,1.9,False,
2025-W22,2025-06-04,India,Pringles,pringles chips,chips,37072,0.976,3.7,False,
2025-W22,2025-06-04,India,Pringles,pringles original,original,20936,0.952,-10.6,False,
2025-W22,2025-06-04,India,Pringles,pringles sour cream onion,sour cream onion,16708,0.928,-7.4,False,
2025-W22,2025-06-04,India,Pringles,pringles price india,price india,16740,1.046,11.5,False,
2025-W22,2025-06-04,India,Pringles,pringles cheddar,cheddar,10015,0.91,6.6,False,
2025-W22,2025-06-04,India,Doritos,doritos nacho cheese,nacho cheese,25498,0.879,-5.1,False,
2025-W22,2025-06-04,India,Doritos,doritos cool ranch,cool ranch,18645,1.097,-6.2,False,
2025-W22,2025-06-04,India,Doritos,doritos flamin hot,flamin hot,22808,1.086,22.3,False,
2025-W22,2025-06-04,India,Doritos,doritos sweet chili,sweet chili,11330,0.944,6.0,False,
2025-W22,2025-06-04,India,Doritos,doritos controversy,controversy,1019,0.255,-13.4,False,
2025-W22,2025-06-04,India,category,best chips brand india,best chips brand india,42603,0.888,7.7,False,
2025-W22,2025-06-04,India,category,healthy snacks india,healthy snacks india,75367,1.062,13.8,False,
2025-W22,2025-06-04,India,category,chips on offer today,chips on offer today,39786,1.02,-18.0,False,
2025-W22,2025-06-04,India,category,snacks for ipl party,snacks for ipl party,22685,1.031,17.1,False,
2025-W22,2025-06-04,US,Lay's,lays chips,chips,92765,1.364,19.3,False,
2025-W22,2025-06-04,US,Lay's,lays classic,classic,76130,1.384,23.5,False,
2025-W22,2025-06-04,US,Lay's,lays sour cream onion,sour cream onion,35151,1.212,2.5,False,
2025-W22,2025-06-04,US,Lay's,lays baked,baked,29613,1.234,11.5,False,
2025-W22,2025-06-04,US,Lay's,lays chile limon,chile limon,22242,1.171,15.9,False,
2025-W22,2025-06-04,US,Lay's,buy lays bulk,buy  bulk,23914,1.329,2.4,False,
2025-W22,2025-06-04,US,Pringles,pringles chips,chips,68026,1.097,-0.2,False,
2025-W22,2025-06-04,US,Pringles,pringles sour cream,sour cream,45364,1.334,2.8,False,
2025-W22,2025-06-04,US,Pringles,pringles original,original,39097,1.396,12.7,False,
2025-W22,2025-06-04,US,Pringles,pringles bbq,bbq,22616,1.077,10.9,False,
2025-W22,2025-06-04,US,Pringles,pringles price drop,price drop,12565,1.142,13.9,False,
2025-W22,2025-06-04,US,Doritos,doritos nacho cheese,nacho cheese,74825,1.29,-8.8,False,
2025-W22,2025-06-04,US,Doritos,doritos cool ranch,cool ranch,67154,1.399,17.2,False,
2025-W22,2025-06-04,US,Doritos,doritos flamin hot,flamin hot,53363,1.271,19.7,False,
2025-W22,2025-06-04,US,Doritos,doritos spicy nacho,spicy nacho,41057,1.324,10.0,False,
2025-W22,2025-06-04,US,Doritos,doritos controversy,controversy,2472,0.309,18.2,False,
2025-W22,2025-06-04,US,category,best chips brand,best chips brand,67920,1.306,9.0,False,
2025-W22,2025-06-04,US,category,healthy chip snacks,healthy chip snacks,104186,1.184,5.0,False,
2025-W22,2025-06-04,US,category,chips on sale near me,chips on sale near me,69672,1.106,22.9,False,
2025-W22,2025-06-04,US,category,super bowl snack ideas,super bowl snack ideas,55411,1.259,10.3,False,
2025-W23,2025-06-11,India,Lay's,lays chips,chips,77790,1.051,9.5,False,
2025-W23,2025-06-11,India,Lay's,lays magic masala,magic masala,56282,1.104,-0.7,False,
2025-W23,2025-06-11,India,Lay's,lays classic salted,classic salted,43596,1.147,14.8,False,
2025-W23,2025-06-11,India,Lay's,lays american cream onion,american cream onion,25185,0.868,19.0,False,
2025-W23,2025-06-11,India,Lay's,lays spanish tomato tango,spanish tomato tango,19619,0.892,-1.4,False,
2025-W23,2025-06-11,India,Lay's,lays max peri peri,max peri peri,18399,1.022,25.4,False,
2025-W23,2025-06-11,India,Lay's,buy lays online,buy  online,27893,0.9,20.1,False,
2025-W23,2025-06-11,India,Lay's,lays price,price,25588,0.914,7.5,False,
2025-W23,2025-06-11,India,Pringles,pringles chips,chips,41870,1.102,7.4,False,
2025-W23,2025-06-11,India,Pringles,pringles original,original,19485,0.886,5.5,False,
2025-W23,2025-06-11,India,Pringles,pringles sour cream onion,sour cream onion,19457,1.081,7.5,False,
2025-W23,2025-06-11,India,Pringles,pringles price india,price india,18226,1.139,-4.7,False,
2025-W23,2025-06-11,India,Pringles,pringles cheddar,cheddar,11264,1.024,-5.1,False,
2025-W23,2025-06-11,India,Doritos,doritos nacho cheese,nacho cheese,25836,0.891,20.9,False,
2025-W23,2025-06-11,India,Doritos,doritos cool ranch,cool ranch,16515,0.971,34.2,False,
2025-W23,2025-06-11,India,Doritos,doritos flamin hot,flamin hot,22304,1.062,22.4,False,
2025-W23,2025-06-11,India,Doritos,doritos sweet chili,sweet chili,12840,1.07,9.8,False,
2025-W23,2025-06-11,India,Doritos,doritos controversy,controversy,1211,0.303,7.0,False,
2025-W23,2025-06-11,India,category,best chips brand india,best chips brand india,52024,1.084,4.5,False,
2025-W23,2025-06-11,India,category,healthy snacks india,healthy snacks india,79476,1.119,3.5,False,
2025-W23,2025-06-11,India,category,chips on offer today,chips on offer today,33559,0.86,20.1,False,
2025-W23,2025-06-11,India,category,snacks for ipl party,snacks for ipl party,24931,1.133,5.4,False,
2025-W23,2025-06-11,US,Lay's,lays chips,chips,95109,1.399,31.8,False,
2025-W23,2025-06-11,US,Lay's,lays classic,classic,62252,1.132,11.0,False,
2025-W23,2025-06-11,US,Lay's,lays sour cream onion,sour cream onion,32579,1.123,2.0,False,
2025-W23,2025-06-11,US,Lay's,lays baked,baked,26789,1.116,19.6,False,
2025-W23,2025-06-11,US,Lay's,lays chile limon,chile limon,23884,1.257,18.5,False,
2025-W23,2025-06-11,US,Lay's,buy lays bulk,buy  bulk,22479,1.249,-16.5,False,
2025-W23,2025-06-11,US,Pringles,pringles chips,chips,78740,1.27,-2.9,False,
